id;partida_id;clube;cartao;atleta;posicao;minuto
8166;6616;Vasco;Amarelo;Henrique Silva Milagres;Zagueiro;87
8167;6616;Vasco;Amarelo;Leandro Cast†n;Zagueiro;14
8168;6618;Fluminense;Amarelo;Allan Rodrigues de Souza;Meio-campo;90+6
8169;6618;Sao Paulo;Amarelo;Robert Arboleda;Zagueiro;78
8170;6619;Internacional;Amarelo;Mart°n Sarrafiore;Meio-campo;70
8171;6619;Internacional;Amarelo;Bruno Fuchs;Zagueiro;23
8172;6619;Ceara;Amarelo;Fabinho;Meio-campo;32
8173;6616;Vasco;Amarelo;Marcos Antìnio Candido Ferreira J£nior;Meio-campo;90+2
8174;6616;Vasco;Amarelo;Bruno CÇsar;Atacante;29
8175;6617;Cruzeiro;Amarelo;Fred;Atacante;35
8176;6618;Sao Paulo;Amarelo;êverton Cardoso da Silva;Meio-campo;90+1
8177;6618;Sao Paulo;Amarelo;Hernanes;Meio-campo;52
8178;6619;Internacional;Amarelo;Natanael Batista Pimenta;Zagueiro;27
8179;6619;Ceara;Amarelo;Leandro Carvalho;Atacante;71
8180;6619;Ceara;Amarelo;Samuel Xavier;Zagueiro;21
8181;6620;Chapecoense;Amarelo;M†rcio Rodrigues Ara£jo;Meio-campo;54
8182;6621;Flamengo;Amarelo;Miguel Trauco;Zagueiro;87
8183;6621;Flamengo;Amarelo;Gustavo Cuellar;Meio-campo;44
8184;6621;Flamengo;Amarelo;Gabriel Barbosa;Atacante;26
8185;6621;Botafogo-RJ;Amarelo;Rodrigo Pimp∆o;Meio-campo;17
8186;6622;Santos;Amarelo;Alison Lopes Ferreira;Meio-campo;15
8187;6622;Avai;Amarelo;Marcos Roberto da Silva Barbosa;Zagueiro;51
8188;6624;Fortaleza;Amarelo;Gabriel Dias de Oliveira;Zagueiro;55
8189;6624;Corinthians;Amarelo;Michel Macedo Rocha Machado;Zagueiro;12
8190;6620;Bahia;Amarelo;Ezequiel;Zagueiro;90+4
8191;6621;Flamengo;Amarelo;Gerson Santos da Silva;Meio-campo;69
8192;6621;Flamengo;Amarelo;Rafinha;Zagueiro;41
8193;6621;Botafogo-RJ;Amarelo;Gabriel Costa Franáa;Zagueiro;26
8194;6622;Santos;Amarelo;Fernando Uribe;Atacante;78
8195;6622;Avai;Amarelo;Leonardo Moreira Morais;Zagueiro;54
8196;6623;Goias;Amarelo;Yago Rocha;Meio-campo;78
8197;6624;Fortaleza;Amarelo;Paulo Roberto Valoura Junior;Meio-campo;2
8198;6625;CSA;Amarelo;Didira;Meio-campo;60
8199;6625;CSA;Amarelo;Luciano Cast†n;Zagueiro;39
8200;6625;Gremio;Amarelo;Paulo Miranda;Zagueiro;23
8201;6625;CSA;Amarelo;Jordi;Goleiro;90
8202;6625;CSA;Amarelo;Ricardo Bueno;Atacante;57
8203;6625;Gremio;Amarelo;Juninho Capixaba;Zagueiro;59
8204;6626;Fortaleza;Vermelho;Carlos Emiliano Pereira;Zagueiro;89
8205;6626;Ceara;Amarelo;Samuel Xavier;Zagueiro;63
8206;6626;Fortaleza;Amarelo;Carlos Emiliano Pereira;Zagueiro;69
8207;6627;Internacional;Amarelo;Eden°lson Andrade dos Santos;Meio-campo;90+5
8208;6626;Ceara;Amarelo;Wescley;Meio-campo;89
8209;6626;Ceara;Amarelo;Andrevaldo Santos;Zagueiro;30
8210;6627;Fluminense;Amarelo;Paulo Henrique Ganso;Meio-campo;90+5
8211;6627;Internacional;Amarelo;Gustavo Nonato Santana;Meio-campo;80
8212;6630;Bahia;Vermelho;JosÇ Fernando Viana de Santana;Atacante;90
8213;6628;Santos;Amarelo;Fernando Uribe;Atacante;89
8214;6628;Santos;Amarelo;Jorge Marco de Oliveira Moraes;Zagueiro;30
8215;6628;Goias;Amarelo;Jonathan Marlone;Meio-campo;38
8216;6628;Goias;Amarelo;Kevin Peterson dos Santos Silva;Zagueiro;13
8217;6629;Avai;Amarelo;Igor Fernandes da Silva Ara£jo;Zagueiro;66
8218;6630;Bahia;Amarelo;Eric dos Santos Rodrigues;Meio-campo;51
8219;6631;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;Zagueiro;44
8220;6631;Palmeiras;Amarelo;Diogo Barbosa;Zagueiro;40
8221;6632;Vasco;Amarelo;Leandro Cast†n;Zagueiro;90+13
8222;6632;Vasco;Amarelo;Marcos Antìnio Candido Ferreira J£nior;Meio-campo;90+6
8223;6632;CSA;Amarelo;Jo∆o Vitor Lima Gomes;Meio-campo;45+1
8224;6633;Atletico-MG;Amarelo;Elias Mendes Trindade;Meio-campo;57
8225;6633;Cruzeiro;Amarelo;Thiago Neves;Meio-campo;35
8226;6629;Avai;Vermelho;AndrÇ Moritz;Meio-campo;81
8227;6628;Santos;Amarelo;Yeferson Soteldo;Meio-campo;69
8228;6628;Goias;Amarelo;Kayke Moreno;Atacante;57
8229;6628;Goias;Amarelo;Yago Fernando da Silva;Zagueiro;13
8230;6629;Avai;Amarelo;Jo∆o Paulo;Meio-campo;86
8231;6629;Botafogo-RJ;Amarelo;Gabriel Costa Franáa;Zagueiro;61
8232;6630;Flamengo;Amarelo;Rafinha;Zagueiro;6
8233;6631;Palmeiras;Amarelo;Felipe Melo;Meio-campo;67
8234;6631;Palmeiras;Amarelo;Gustavo G¢mez;Zagueiro;12
8235;6632;Vasco;Amarelo;Talles Magno;Meio-campo;90+10
8236;6632;Vasco;Amarelo;Oswaldo JosÇ Henr°quez Bocanegra;Zagueiro;44
8237;6633;Atletico-MG;Amarelo;Jair Rodrigues J£nior;Meio-campo;67
8238;6633;Cruzeiro;Amarelo;Fred;Atacante;63
8239;6633;Cruzeiro;Amarelo;Luis Manuel Orejuela;Zagueiro;33
8240;6634;Gremio;Amarelo;Pedro Geromel;Zagueiro;88
8241;6634;Gremio;Amarelo;Walter Kannemann;Zagueiro;62
8242;6634;Chapecoense;Amarelo;RÇgis;Atacante;86
8243;6634;Chapecoense;Amarelo;Everaldo Stum;Atacante;24
8244;6634;Gremio;Amarelo;Maicon;Meio-campo;82
8245;6634;Gremio;Amarelo;Alisson Euler de Freitas Castro;Meio-campo;28
8246;6634;Chapecoense;Amarelo;Arthur Gomes;Meio-campo;45
8247;6575;Corinthians;Amarelo;Fagner;Zagueiro;75
8248;6575;Goias;Amarelo;Daniel Guedes;Zagueiro;70
8249;6575;Goias;Vermelho;Yago Rocha;Meio-campo;90+2
8250;6575;Goias;Amarelo;LÇo Sena;Meio-campo;78
8251;6637;Sao Paulo;Amarelo;Reinaldo Manoel da Silva;Zagueiro;90+2
8252;6637;Sao Paulo;Amarelo;Danilo Neves;Meio-campo;62
8253;6637;Sao Paulo;Amarelo;êverton Cardoso da Silva;Meio-campo;35
8254;6637;Santos;Amarelo;Felipe Aguilar;Zagueiro;29
8255;6638;Flamengo;Amarelo;Orlando Berr°o;Atacante;65
8256;6638;Flamengo;Amarelo;Rafinha;Zagueiro;11
8257;6638;Gremio;Amarelo;Thaciano;Meio-campo;14
8258;6639;Atletico-MG;Amarelo;GeuvÉnio;Atacante;79
8259;6639;Atletico-MG;Amarelo;Vin°cius;Meio-campo;20
8260;6639;Fluminense;Amarelo;Rodrigo Junior Paula Silva;Zagueiro;90+2
8261;6636;Ceara;Amarelo;Luiz Ot†vio;Zagueiro;32
8262;6636;Chapecoense;Amarelo;M†rcio Rodrigues Ara£jo;Meio-campo;45+7
8263;6639;Fluminense;Vermelho;Nenà;Meio-campo;90+7
8264;6637;Sao Paulo;Amarelo;Robert Arboleda;Zagueiro;85
8265;6637;Sao Paulo;Amarelo;Bruno Alves;Zagueiro;37
8266;6637;Sao Paulo;Amarelo;Raniel;Atacante;10
8267;6638;Flamengo;Amarelo;Gustavo Cuellar;Meio-campo;75
8268;6638;Flamengo;Amarelo;Pablo Mar° Villar;Zagueiro;45+3
8269;6638;Gremio;Amarelo;Juninho Capixaba;Zagueiro;31
8270;6639;Atletico-MG;Amarelo;R¢mulo Otero;Meio-campo;83
8271;6639;Atletico-MG;Amarelo;Patric Cabral Lalau;Zagueiro;53
8272;6639;Fluminense;Amarelo;Nenà;Meio-campo;90+5
8273;6639;Fluminense;Amarelo;Wellington Nem;Meio-campo;81
8274;6636;Ceara;Amarelo;Thiago Galhardo;Meio-campo;62
8275;6636;Ceara;Amarelo;Cristovam;Zagueiro;11
8276;6636;Chapecoense;Amarelo;Henrique Almeida;Atacante;35
8277;6641;Palmeiras;Vermelho;Felipe Melo;Meio-campo;45+4
8278;6642;Avai;Vermelho;Leonardo Moreira Morais;Zagueiro;90+1
8279;6644;Vasco;Vermelho;Marrony;Meio-campo;90+6
8280;6640;Internacional;Amarelo;Patrick;Meio-campo;90+4
8281;6640;Internacional;Amarelo;Gustavo Nonato Santana;Meio-campo;38
8282;6640;Corinthians;Amarelo;Danilo Avelar;Zagueiro;65
8283;6641;Palmeiras;Amarelo;Eduardo Pereira Rodrigues;Meio-campo;52
8284;6641;Palmeiras;Amarelo;Gustavo Scarpa;Meio-campo;45+8
8285;6641;Palmeiras;Amarelo;Marcos Rocha;Zagueiro;39
8286;6641;Bahia;Amarelo;Gregore;Meio-campo;86
8287;6641;Bahia;Amarelo;Giovanni;Meio-campo;45
8288;6642;Avai;Amarelo;J£lio CÇsar Godinho Catole;Meio-campo;90+2
8289;6642;Avai;Amarelo;Vladimir Orlando Cardoso de Ara£jo Filho;Goleiro;80
8290;6642;Cruzeiro;Amarelo;R¢bson Michael Signorini;Meio-campo;59
8291;6643;Botafogo-RJ;Amarelo;Rodrigo Pimp∆o;Meio-campo;49
8292;6643;Athletico-PR;Amarelo;LÇo Cittadini;Meio-campo;49
8293;6644;Goias;Amarelo;Kayke Moreno;Atacante;53
8294;6644;Goias;Amarelo;LÇo Sena;Meio-campo;20
8295;6644;Vasco;Amarelo;Marrony;Meio-campo;82
8296;6644;Vasco;Amarelo;Marcos Antìnio Candido Ferreira J£nior;Meio-campo;63
8297;6641;Bahia;Vermelho;Gregore;Meio-campo;87
8298;6642;Cruzeiro;Vermelho;Ed°lson Mendes Guimar∆es;Zagueiro;82
8299;6640;Internacional;Amarelo;Nicol†s Federico L¢pez;Atacante;90+1
8300;6640;Corinthians;Amarelo;C†ssio Ramos;Goleiro;88
8301;6641;Palmeiras;Amarelo;Thiago dos Santos;Meio-campo;90+4
8302;6641;Palmeiras;Amarelo;Diogo Barbosa;Zagueiro;52
8303;6641;Palmeiras;Amarelo;JosÇ Rafael Vivian;Meio-campo;45+2
8304;6641;Bahia;Amarelo;Wanderson;Zagueiro;90+2
8305;6641;Bahia;Amarelo;Lucca Borges de Brito;Atacante;45+7
8306;6642;Avai;Amarelo;Douglas dos Santos;Meio-campo;90+10
8307;6642;Avai;Amarelo;Leonardo Moreira Morais;Zagueiro;90+1
8308;6642;Cruzeiro;Amarelo;Ed°lson Mendes Guimar∆es;Zagueiro;67
8309;6643;Botafogo-RJ;Amarelo;C°cero Santos;Meio-campo;67
8310;6643;Botafogo-RJ;Amarelo;Jo∆o Paulo;Meio-campo;40
8311;6644;Goias;Amarelo;Yago Fernando da Silva;Zagueiro;90+8
8312;6644;Goias;Amarelo;Geovane;Meio-campo;40
8313;6644;Vasco;Amarelo;Yago Pikachu;Meio-campo;90+4
8314;6644;Vasco;Amarelo;Lucas Mineiro;Meio-campo;71
8315;6645;CSA;Amarelo;Jo∆o Vitor Lima Gomes;Meio-campo;42
8316;6645;Fortaleza;Amarelo;Gabriel Dias de Oliveira;Zagueiro;78
8317;6645;CSA;Amarelo;Alan Henrique Costa;Zagueiro;72
8318;6645;CSA;Amarelo;Didira;Meio-campo;25
8319;6646;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;Zagueiro;49
8320;6646;Botafogo-RJ;Amarelo;M†rcio Almeida de Oliveira;Zagueiro;65
8321;6647;Fortaleza;Amarelo;Wanderley de Jesus Sousa;Meio-campo;82
8322;6647;Internacional;Amarelo;Bruno CÇsar Pereira da Silva;Meio-campo;84
8323;6648;Flamengo;Amarelo;Robert Piris da Motta;Meio-campo;90+5
8324;6648;Flamengo;Amarelo;Giorgian De Arrascaeta;Meio-campo;80
8325;6649;Athletico-PR;Amarelo;Bruno Naz†rio;Atacante;75
8326;6649;Atletico-MG;Amarelo;Ram¢n Mart°nez L¢pez;Meio-campo;43
8327;6647;Fortaleza;Vermelho;Bruno Ferreira Melo;Zagueiro;87
8328;6646;Corinthians;Amarelo;Gabriel Girotto Franco;Meio-campo;76
8329;6646;Botafogo-RJ;Amarelo;C°cero Santos;Meio-campo;78
8330;6646;Botafogo-RJ;Amarelo;Marcelo da Conceiá∆o Benevenuto Malaquias;Zagueiro;22
8331;6647;Fortaleza;Amarelo;Bruno Ferreira Melo;Zagueiro;48
8332;6647;Internacional;Amarelo;Natanael Batista Pimenta;Zagueiro;38
8333;6648;Flamengo;Amarelo;Rodinei de Almeida;Zagueiro;90+1
8334;6649;Athletico-PR;Amarelo;Marco Ruben;Atacante;86
8335;6649;Athletico-PR;Amarelo;Adriano Correia Claro;Zagueiro;62
8336;6653;Bahia;Vermelho;MoisÇs Roberto Barbosa;Zagueiro;7
8337;6651;CSA;Amarelo;Dawhan;Meio-campo;83
8338;6652;Sao Paulo;Amarelo;Luan Vin°cius da Silva Santos;Meio-campo;90+4
8339;6652;Sao Paulo;Amarelo;êverton Cardoso da Silva;Meio-campo;58
8340;6652;Ceara;Amarelo;Lima;Meio-campo;45+3
8341;6653;Bahia;Amarelo;Ezequiel;Zagueiro;30
8342;6653;Goias;Amarelo;Yago Rocha;Meio-campo;42
8343;6654;Cruzeiro;Amarelo;Thiago Neves;Atacante;45+5
8344;6655;Chapecoense;Amarelo;Aylon;Atacante;90
8345;6654;Santos;Vermelho;Gustavo Henrique Vernes;Zagueiro;4
8346;6651;Fluminense;Amarelo;Yuri Oliveira Lima;Zagueiro;59
8347;6651;CSA;Amarelo;Jonatan G¢mez;Meio-campo;58
8348;6652;Sao Paulo;Amarelo;Bruno Alves;Zagueiro;70
8349;6652;Ceara;Amarelo;Samuel Xavier;Zagueiro;90+3
8350;6653;Bahia;Amarelo;Alejandro Guerra;Meio-campo;83
8351;6653;Goias;Amarelo;Marcelo Hermes;Meio-campo;52
8352;6653;Goias;Amarelo;Jean Carlos Guimar∆es dos Santos;Meio-campo;9
8353;6654;Cruzeiro;Amarelo;Fred;Atacante;31
8354;6635;Athletico-PR;Amarelo;Thonny Anderson;Meio-campo;62
8355;6635;Sao Paulo;Amarelo;Everton Felipe;Meio-campo;90+3
8356;6635;Sao Paulo;Amarelo;Reinaldo Manoel da Silva;Zagueiro;45+3
8357;6635;Athletico-PR;Amarelo;Wellington Aparecido Martins;Meio-campo;68
8358;6635;Athletico-PR;Amarelo;Bruno Guimar∆es;Meio-campo;45+2
8359;6635;Sao Paulo;Amarelo;Robert Arboleda;Zagueiro;71
8360;6656;Bahia;Amarelo;Fl†vio Medeiros da Silva;Meio-campo;90
8361;6657;Gremio;Amarelo;Luciano da Rocha Neves;Meio-campo;63
8362;6657;Athletico-PR;Amarelo;LÇo Pereira;Zagueiro;69
8363;6656;Bahia;Amarelo;Artur Victor Guimar∆es;Atacante;90+1
8364;6657;Gremio;Amarelo;Juninho Capixaba;Zagueiro;66
8365;6657;Gremio;Amarelo;Rìmulo Borges Monteiro;Meio-campo;50
8366;6658;Goias;Vermelho;LÇo Sena;Meio-campo;16
8367;6662;Avai;Vermelho;Ebert Willian AmÉncio;Zagueiro;74
8368;6658;Goias;Amarelo;Leandro Barcia Montero;Atacante;45+1
8369;6658;Internacional;Amarelo;Guilherme Parede;Atacante;54
8370;6659;Vasco;Amarelo;Marrony;Atacante;62
8371;6659;Vasco;Amarelo;Henrique Silva Milagres;Zagueiro;21
8372;6659;Sao Paulo;Amarelo;Anderson Martins;Zagueiro;43
8373;6660;Santos;Amarelo;Jorge Marco de Oliveira Moraes;Zagueiro;90
8374;6660;Santos;Amarelo;Carlos AndrÇs S†nchez;Meio-campo;76
8375;6660;Fortaleza;Amarelo;Carlos Emiliano Pereira;Zagueiro;65
8376;6661;Ceara;Amarelo;Felipe de Oliveira Silva;Meio-campo;90+4
8377;6661;Ceara;Amarelo;Samuel Xavier;Zagueiro;45
8378;6663;CSA;Amarelo;HÇctor Bustamante;Atacante;89
8379;6663;CSA;Amarelo;Luciano Cast†n;Zagueiro;82
8380;6663;Cruzeiro;Amarelo;F†bio Deivson Lopes Maciel;Goleiro;72
8381;6659;Sao Paulo;Vermelho;Raniel;Atacante;36
8382;6662;Corinthians;Vermelho;Michel Macedo Rocha Machado;Zagueiro;57
8383;6658;Goias;Amarelo;Michael Richard Delgado de Oliveira;Meio-campo;72
8384;6658;Internacional;Amarelo;Willian Klaus;Zagueiro;77
8385;6659;Vasco;Amarelo;Richard Candido Coelho;Meio-campo;90+4
8386;6659;Vasco;Amarelo;Talles Magno;Meio-campo;58
8387;6659;Sao Paulo;Amarelo;Everton Felipe;Meio-campo;88
8388;6659;Sao Paulo;Amarelo;LÇo PelÇ;Zagueiro;18
8389;6660;Santos;Amarelo;M†rio SÇrgio Santos Costa;Atacante;89
8390;6660;Fortaleza;Amarelo;Felipe;Meio-campo;84
8391;6660;Fortaleza;Amarelo;Paulo Roberto Valoura Junior;Meio-campo;35
8392;6661;Ceara;Amarelo;Andrevaldo Santos;Zagueiro;75
8393;6662;Corinthians;Amarelo;Everaldo;Meio-campo;90
8394;6663;CSA;Amarelo;Jo∆o Vitor Lima Gomes;Meio-campo;85
8395;6663;Cruzeiro;Amarelo;Jadson;Meio-campo;87
8396;6663;Cruzeiro;Amarelo;Carlos de Menezes J£nior;Zagueiro;48
8397;6664;Botafogo-RJ;Amarelo;Victor Rangel;Atacante;78
8398;6664;Chapecoense;Amarelo;Everaldo Stum;Atacante;54
8399;6664;Botafogo-RJ;Amarelo;M†rcio Almeida de Oliveira;Zagueiro;43
8400;6666;Sao Paulo;Vermelho;Antony Matheus dos Santos;Meio-campo;87
8401;6666;Gremio;Amarelo;Luciano da Rocha Neves;Meio-campo;67
8402;6667;CSA;Amarelo;Dawhan;Meio-campo;89
8403;6668;Chapecoense;Amarelo;Arthur Gomes;Meio-campo;29
8404;6668;Santos;Amarelo;Victor Ferraz;Meio-campo;86
8405;6668;Santos;Amarelo;Diego Pituca;Meio-campo;50
8406;6669;Ceara;Amarelo;Chico;Atacante;90+5
8407;6669;Ceara;Amarelo;Mateus Gonáalves Martins;Meio-campo;45
8408;6670;Internacional;Amarelo;Nicol†s Federico L¢pez;Meio-campo;56
8409;6670;Internacional;Amarelo;Rodrigo Moledo;Zagueiro;20
8410;6670;Botafogo-RJ;Amarelo;Diego Souza;Atacante;62
8411;6670;Botafogo-RJ;Amarelo;Lucas Campos;Meio-campo;39
8412;6666;Sao Paulo;Amarelo;Antony Matheus dos Santos;Meio-campo;19
8413;6667;Bahia;Amarelo;JosÇ Carlos Ferreira J£nior;Zagueiro;67
8414;6668;Chapecoense;Amarelo;Carlos Eduardo Santos Oliveira;Zagueiro;90+1
8415;6668;Santos;Amarelo;Yeferson Soteldo;Atacante;90+1
8416;6668;Santos;Amarelo;êverson Felipe Marques Pires;Goleiro;68
8417;6669;Athletico-PR;Amarelo;Wellington Aparecido Martins;Meio-campo;17
8418;6669;Ceara;Amarelo;Cristovam;Zagueiro;81
8419;6670;Internacional;Amarelo;Wellington Alves da Silva;Atacante;90+5
8420;6670;Internacional;Amarelo;V°ctor Cuesta;Zagueiro;36
8421;6670;Botafogo-RJ;Amarelo;Alex Paulo Menezes Santana;Meio-campo;89
8422;6670;Botafogo-RJ;Amarelo;C°cero Santos;Meio-campo;58
8423;6672;Goias;Vermelho;Yago;Zagueiro;37
8424;6671;Flamengo;Amarelo;Rodrigo Caio;Zagueiro;54
8425;6671;Palmeiras;Amarelo;Willian Gomes de Siqueira;Meio-campo;8
8426;6672;Fortaleza;Amarelo;Juan Quintero Fletcher;Zagueiro;87
8427;6672;Goias;Amarelo;Geovane;Meio-campo;81
8428;6673;Cruzeiro;Amarelo;Marquinhos;Meio-campo;81
8429;6673;Cruzeiro;Amarelo;R¢bson Michael Signorini;Meio-campo;27
8430;6673;Vasco;Amarelo;Talles Magno;Meio-campo;70
8431;6673;Vasco;Amarelo;Raul;Meio-campo;55
8432;6671;Palmeiras;Vermelho;Gustavo G¢mez;Zagueiro;83
8433;6671;Flamengo;Amarelo;Bruno Henrique;Meio-campo;78
8434;6671;Palmeiras;Amarelo;Bruno Henrique Corsini;Meio-campo;57
8435;6672;Fortaleza;Amarelo;Marlon;Meio-campo;90+1
8436;6672;Fortaleza;Amarelo;Mariano V†zquez;Meio-campo;45+2
8437;6672;Goias;Amarelo;Yago;Zagueiro;28
8438;6673;Cruzeiro;Amarelo;Henrique Pacheco Lima;Meio-campo;56
8439;6673;Vasco;Amarelo;Rossicley Pereira da Silva;Meio-campo;74
8440;6673;Vasco;Amarelo;Richard Candido Coelho;Meio-campo;58
8441;6674;Atletico-MG;Amarelo;Elias Mendes Trindade;Meio-campo;58
8442;6675;Fluminense;Amarelo;Allan Rodrigues de Souza;Meio-campo;30
8443;6675;Fluminense;Amarelo;Caio Vin°cius da Conceiá∆o;Meio-campo;90+3
8444;6675;Avai;Amarelo;Ricardo Thalheimer;Zagueiro;29
8445;6675;Fluminense;Amarelo;Nino;Zagueiro;75
8446;6681;Palmeiras;Vermelho;Lucas Rafael Ara£jo Lima;Meio-campo;90+1
8447;6676;Vasco;Amarelo;Yago Pikachu;Zagueiro;73
8448;6676;Vasco;Amarelo;Henrique Silva Milagres;Zagueiro;47
8449;6677;Corinthians;Amarelo;Clayson Henrique da Silva Vieira;Meio-campo;77
8450;6678;Avai;Amarelo;Jo∆o Paulo;Meio-campo;49
8451;6678;Flamengo;Amarelo;Pablo Mar° Villar;Zagueiro;61
8452;6679;Fluminense;Amarelo;Yony Gonz†lez;Meio-campo;45+3
8453;6680;Internacional;Amarelo;Bruno CÇsar Pereira da Silva;Meio-campo;43
8454;6680;Sao Paulo;Amarelo;Anderson Martins;Zagueiro;80
8455;6680;Sao Paulo;Amarelo;Liziero;Meio-campo;49
8456;6681;Goias;Amarelo;Marcelo Hermes;Zagueiro;90+8
8457;6681;Goias;Amarelo;Alan Ruschel;Meio-campo;42
8458;6681;Goias;Amarelo;LÇo Sena;Meio-campo;26
8459;6678;Avai;Vermelho;Gustavo Ferrareis;Meio-campo;90+1
8460;6676;Vasco;Amarelo;Marcos Antìnio Candido Ferreira J£nior;Meio-campo;69
8461;6676;Bahia;Amarelo;JosÇ êlber Pimentel da Silva;Atacante;45
8462;6677;Ceara;Amarelo;Tiago dos Santos Alves;Zagueiro;85
8463;6678;Flamengo;Amarelo;Gabriel Barbosa;Atacante;90
8464;6679;Fortaleza;Amarelo;Felipe;Meio-campo;56
8465;6679;Fluminense;Amarelo;Wellington Nem;Meio-campo;40
8466;6680;Sao Paulo;Amarelo;Igor Vin°cius;Zagueiro;84
8467;6680;Sao Paulo;Amarelo;Hudson;Meio-campo;76
8468;6680;Sao Paulo;Amarelo;Reinaldo Manoel da Silva;Zagueiro;40
8469;6681;Goias;Amarelo;Gilberto dos Santos Souza J£nior;Meio-campo;79
8470;6681;Goias;Amarelo;Renatinho;Meio-campo;27
8471;6681;Palmeiras;Amarelo;Lucas Rafael Ara£jo Lima;Meio-campo;89
8472;6685;Chapecoense;Vermelho;Gum;Zagueiro;77
8473;6682;Cruzeiro;Amarelo;Henrique Pacheco Lima;Meio-campo;57
8474;6682;Gremio;Amarelo;Alisson Euler de Freitas Castro;Meio-campo;53
8475;6683;Santos;Amarelo;M†rio SÇrgio Santos Costa;Atacante;34
8476;6683;Athletico-PR;Amarelo;Madson;Zagueiro;90+1
8477;6683;Athletico-PR;Amarelo;Leonardo da Silva Vieira;Goleiro;64
8478;6683;Athletico-PR;Amarelo;Adriano Correia Claro;Zagueiro;34
8479;6684;Botafogo-RJ;Amarelo;Luiz Fernando Moraes dos Santos;Meio-campo;83
8480;6684;Botafogo-RJ;Amarelo;Fernando Peixoto Costanza;Zagueiro;52
8481;6684;Atletico-MG;Amarelo;F†bio Santos;Zagueiro;83
8482;6684;Atletico-MG;Amarelo;RÇver;Zagueiro;36
8483;6685;CSA;Amarelo;Alecsandro;Atacante;33
8484;6685;Chapecoense;Amarelo;Rafael Pereira dos Santos;Zagueiro;84
8485;6684;Atletico-MG;Vermelho;Igor Rabello;Zagueiro;42
8486;6685;Chapecoense;Vermelho;M†rcio Rodrigues Ara£jo;Meio-campo;70
8487;6682;Cruzeiro;Amarelo;David Corràa da Fonseca;Meio-campo;14
8488;6683;Santos;Amarelo;Lucas Ver°ssimo;Zagueiro;90+10
8489;6683;Santos;Amarelo;Diego Pituca;Meio-campo;16
8490;6683;Athletico-PR;Amarelo;Thonny Anderson;Atacante;74
8491;6683;Athletico-PR;Amarelo;Matheus Rossetto;Meio-campo;45+5
8492;6683;Athletico-PR;Amarelo;Lucho Gonz†lez;Meio-campo;30
8493;6684;Botafogo-RJ;Amarelo;Marcelo da Conceiá∆o Benevenuto Malaquias;Zagueiro;65
8494;6684;Botafogo-RJ;Amarelo;Joel Carli;Zagueiro;45+3
8495;6684;Atletico-MG;Amarelo;Igor Rabello;Zagueiro;39
8496;6685;CSA;Amarelo;Jonatan G¢mez;Meio-campo;82
8497;6685;CSA;Amarelo;Jo∆o Vitor Lima Gomes;Meio-campo;32
8498;6685;Chapecoense;Amarelo;M†rcio Rodrigues Ara£jo;Meio-campo;45+2
8499;6665;Fluminense;Amarelo;Wellington Nem;Meio-campo;32
8500;6665;Fluminense;Amarelo;Airton Ribeiro Santos;Meio-campo;60
8501;6686;Flamengo;Amarelo;Bruno Henrique;Meio-campo;34
8502;6686;Santos;Amarelo;Yeferson Soteldo;Atacante;89
8503;6686;Santos;Amarelo;M†rio SÇrgio Santos Costa;Atacante;27
8504;6686;Santos;Amarelo;Gustavo Henrique Vernes;Zagueiro;12
8505;6687;Chapecoense;Amarelo;Elicarlos;Meio-campo;21
8506;6687;Vasco;Amarelo;Clayton da Silveira da Silva;Atacante;89
8507;6687;Vasco;Amarelo;Ra£l C†ceres;Zagueiro;29
8508;6688;Palmeiras;Amarelo;Eduardo Pereira Rodrigues;Meio-campo;74
8509;6688;Cruzeiro;Amarelo;êderson;Meio-campo;87
8510;6688;Cruzeiro;Amarelo;Marquinhos;Meio-campo;50
8511;6689;Botafogo-RJ;Amarelo;Jo∆o Paulo;Meio-campo;36
8512;6686;Flamengo;Amarelo;Gabriel Barbosa;Atacante;25
8513;6686;Santos;Amarelo;Christian Cueva;Meio-campo;74
8514;6686;Santos;Amarelo;Lucas Ver°ssimo;Zagueiro;24
8515;6687;Chapecoense;Amarelo;Rafael Pereira dos Santos;Zagueiro;37
8516;6687;Vasco;Amarelo;Henrique Silva Milagres;Zagueiro;90+2
8517;6687;Vasco;Amarelo;Rossicley Pereira da Silva;Meio-campo;68
8518;6687;Vasco;Amarelo;Leandro Cast†n;Zagueiro;25
8519;6688;Palmeiras;Amarelo;Felipe Melo;Meio-campo;69
8520;6688;Cruzeiro;Amarelo;Rafael Lucas Cardoso dos Santos;Zagueiro;53
8521;6689;Ceara;Amarelo;Samuel Xavier;Zagueiro;33
8522;6691;Internacional;Amarelo;Guilherme Parede;Meio-campo;90+3
8523;6692;Fortaleza;Amarelo;Wellington Paulista;Atacante;59
8524;6694;Fluminense;Amarelo;Gilberto Moraes J£nior;Zagueiro;84
8525;6694;Fluminense;Amarelo;Yuri Oliveira Lima;Meio-campo;51
8526;6694;Corinthians;Amarelo;J£nior Urso;Meio-campo;29
8527;6695;CSA;Amarelo;Jean ClÇber;Meio-campo;90+6
8528;6695;CSA;Amarelo;Jordi;Goleiro;70
8529;6690;Athletico-PR;Amarelo;Matheus Rossetto;Meio-campo;28
